phi0_omega_k,phi1_u_k,y_omega_k1
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.59000003,10.68141556
10.68141556,-0.63000005,10.68141556
10.68141556,-0.67000008,11.30973339
11.30973339,-0.71000010,11.93805218
11.93805218,-0.75000012,11.93805218
11.93805218,-0.79000014,12.56637096
12.56637096,-0.83000016,13.19468880
13.19468880,-0.85000002,13.19468880
13.19468880,-0.85000002,10.68141556
10.68141556,-0.85000002,6.28318548
6.28318548,-0.85000002,2.51327419
2.51327419,-0.85000002,4.39822960
4.39822960,-0.85000002,9.42477798
9.42477798,-0.85000002,12.56637096
12.56637096,-0.85000002,12.56637096
12.56637096,-0.85000002,13.19468880
13.19468880,-0.85000002,13.19468880
13.19468880,-0.85000002,11.30973339
11.30973339,-0.85000002,6.28318548
6.28318548,-0.85000002,3.14159274
3.14159274,-0.85000002,4.39822960
4.39822960,-0.85000002,9.42477798
9.42477798,-0.85000002,11.93805218
11.93805218,-0.85000002,12.56637096
12.56637096,-0.85000002,13.19468880
13.19468880,-0.85000002,13.19468880
13.19468880,-0.85000002,13.19468880
13.19468880,-0.85000002,11.30973339
11.30973339,-0.85000002,6.28318548
6.28318548,-0.85000002,3.14159274
3.14159274,-0.85000002,4.39822960
4.39822960,-0.85000002,10.05309677
10.05309677,-0.85000002,12.56637096
12.56637096,-0.85000002,13.19468880
13.19468880,-0.85000002,13.82300854
13.82300854,-0.85000002,13.82300854
13.82300854,-0.85000002,13.19468880
13.19468880,-0.85000002,8.16814041
8.16814041,-0.85000002,5.02654839
5.02654839,-0.85000002,2.51327419
2.51327419,-0.85000002,7.53982306
7.53982306,-0.85000002,11.93805218
11.93805218,-0.85000002,12.56637096
12.56637096,-0.85000002,13.82300854
13.82300854,-0.85000002,13.82300854
13.82300854,-0.85000002,13.82300854
13.82300854,-0.85000002,13.82300854
13.82300854,-0.81000000,11.93805218
11.93805218,-0.76999998,6.28318548
6.28318548,-0.72999996,3.76991153
3.76991153,-0.68999994,3.76991153
3.76991153,-0.64999992,8.16814041
8.16814041,-0.60999990,10.05309677
10.05309677,-0.56999987,10.68141556
10.68141556,-0.52999985,10.68141556
10.68141556,-0.48999986,10.05309677
10.05309677,-0.44999987,9.42477798
9.42477798,-0.40999988,9.42477798
9.42477798,-0.36999989,8.79645920
8.79645920,-0.32999989,8.16814041
8.16814041,-0.28999990,7.53982306
7.53982306,-0.24999991,6.91150427
6.91150427,-0.20999992,6.28318548
6.28318548,-0.16999993,5.02654839
5.02654839,-0.12999994,4.39822960
4.39822960,-0.08999994,3.14159274
3.14159274,-0.04999994,1.88495576
1.88495576,-0.00999994,1.25663710
1.25663710,0.03000006,-0.62831855
-0.62831855,0.07000006,-0.62831855
-0.62831855,0.11000006,-0.62831855
-0.62831855,0.15000007,-1.88495576
-1.88495576,0.19000006,-3.76991153
-3.76991153,0.23000005,-5.02654839
-5.02654839,0.27000004,-5.65486670
-5.65486670,0.31000003,-6.91150427
-6.91150427,0.35000002,-6.28318548
-6.28318548,0.39000002,-8.16814041
-8.16814041,0.43000001,-8.16814041
-8.16814041,0.47000000,-8.79645920
-8.79645920,0.50999999,-8.79645920
-8.79645920,0.55000001,-9.42477798
-9.42477798,0.59000003,-10.05309677
-10.05309677,0.63000005,-10.05309677
-10.05309677,0.67000008,-10.05309677
-10.05309677,0.71000010,-10.68141556
-10.68141556,0.75000012,-11.93805218
-11.93805218,0.79000014,-11.30973339
-11.30973339,0.83000016,-10.68141556
-10.68141556,0.85000002,-5.65486670
-5.65486670,0.85000002,-3.14159274
-3.14159274,0.85000002,-4.39822960
-4.39822960,0.85000002,-8.16814041
-8.16814041,0.85000002,-11.30973339
-11.30973339,0.85000002,-12.56637096
-12.56637096,0.85000002,-12.56637096
-12.56637096,0.85000002,-12.56637096
-12.56637096,0.85000002,-11.30973339
-11.30973339,0.81000000,-7.53982306
-7.53982306,0.76999998,-3.76991153
-3.76991153,0.72999996,-3.14159274
-3.14159274,0.69999999,-6.91150427
-6.91150427,0.69999999,-10.05309677
-10.05309677,0.69999999,-11.30973339
-11.30973339,0.69999999,-10.68141556
-10.68141556,0.69999999,-11.93805218
-11.93805218,0.69999999,-11.30973339
-11.30973339,0.69999999,-11.93805218
-11.93805218,0.69999999,-11.30973339
-11.30973339,0.69999999,-11.93805218
-11.93805218,0.69999999,-11.30973339
-11.30973339,0.69999999,-11.30973339
-11.30973339,0.69999999,-11.93805218
-11.93805218,0.69999999,-11.30973339
-11.30973339,0.69999999,-11.93805218
-11.93805218,0.69999999,-11.30973339
-11.30973339,0.69999999,-11.30973339
-11.30973339,0.69999999,-11.93805218
-11.93805218,0.69999999,-11.30973339
-11.30973339,0.69999999,-11.93805218
-11.93805218,0.69999999,-11.93805218
-11.93805218,0.69999999,-11.30973339
-11.30973339,0.69999999,-11.30973339
-11.30973339,0.69999999,-11.93805218
-11.93805218,0.69999999,-11.30973339
-11.30973339,0.69999999,-11.93805218
-11.93805218,0.69999999,-11.93805218
-11.93805218,0.69999999,-11.30973339
-11.30973339,0.69999999,-11.93805218
-11.93805218,0.69999999,-11.30973339
-11.30973339,0.69999999,-11.93805218
-11.93805218,0.69999999,-11.30973339
-11.30973339,0.69999999,-11.93805218
-11.93805218,0.69999999,-11.93805218
-11.93805218,0.69999999,-11.30973339
-11.30973339,0.69999999,-11.93805218
-11.93805218,0.69999999,-11.30973339
-11.30973339,0.65999997,-11.93805218
-11.93805218,0.61999995,-11.30973339
-11.30973339,0.57999992,-10.68141556
-10.68141556,0.53999990,-10.68141556
-10.68141556,0.49999991,-10.05309677
-10.05309677,0.45999992,-9.42477798
-9.42477798,0.41999993,-9.42477798
-9.42477798,0.37999994,-8.16814041
-8.16814041,0.33999994,-8.79645920
-8.79645920,0.29999995,-7.53982306
-7.53982306,0.25999996,-7.53982306
-7.53982306,0.21999997,-6.28318548
-6.28318548,0.17999998,-5.65486670
-5.65486670,0.13999999,-4.39822960
-4.39822960,0.09999999,-3.76991153
-3.76991153,0.05999999,-3.14159274
-3.14159274,0.01999999,-1.25663710
-1.25663710,-0.02000001,0.62831855
0.62831855,-0.06000001,0.62831855
0.62831855,-0.10000001,1.25663710
1.25663710,-0.14000002,1.88495576
1.88495576,-0.18000001,3.76991153
3.76991153,-0.22000000,4.39822960
4.39822960,-0.25999999,4.39822960
4.39822960,-0.29999998,6.28318548
6.28318548,-0.33999997,6.91150427
6.91150427,-0.37999997,8.16814041
8.16814041,-0.41999996,7.53982306
7.53982306,-0.45999995,8.79645920
8.79645920,-0.49999994,8.79645920
8.79645920,-0.53999996,9.42477798
9.42477798,-0.57999998,10.05309677
10.05309677,-0.62000000,10.05309677
10.05309677,-0.57999998,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.05309677
10.05309677,-0.55000001,10.05309677
10.05309677,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
10.68141556,-0.55000001,10.05309677
10.05309677,-0.55000001,10.68141556
